codigo_eje;nombre_eje;coddisa;nomdisa;codred;codmicro;codigo_pre;nombre_pre;almtipo;red;diris;CATEGORIA;DISTRITO;MICRORED;RISS;NORTE;ESTE;BOLETEA
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;01;01;27615;C.S.M.C. BARRANCO;C;BARRANCO - CHORRILLOS - SURCO;LIMA SUR;I-3;BARRANCO;URBANA;BARRANCO CHORRILLOS SURCO;-77.0157362;-12.146948;SI
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;03;01;27622;C.S.M.C. EL SOL DE VILLA;C;VILLA EL SALVADOR - LURIN - PACHACAMAC - PUCUSANA;LIMA SUR;I-3;VILLA EL SALVADOR;SAN JOSE;VILLA EL SALVADOR;-76.9423404;-12.2013211;SI
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;02;05;27621;C.S.M.C. MONSEÑOR JOSE RAMON GURRUCHAGA;C;SAN JUAN DE MIRAFLORES - VILLA MARIA DEL TRIUNFO;LIMA SUR;I-3;VILLA MARIA DEL TRIUNFO;VILLA MARIA - JOSE CARLOS MARIATEGUI;VILLA MARIA DEL TRIUNFO;-76.9382139;-12.161575;SI
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;00;00;99691;ASOCIACION IMPACTA BARRANCO;C;NO PERTENECE A NINGUNA RED;LIMA SUR;;BARRANCO;;;;;NO
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;01;02;29266;C.S.M.C. CRL SAN WILELMO PEDRO ZORRILLA HUAMAN;C;BARRANCO - CHORRILLOS - SURCO;LIMA SUR;I-3;CHORRILLOS;VILLA;BARRANCO CHORRILLOS SURCO;-77.0214937;-12.1580585;SI
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;00;00;08709;C.S.M.I. FAP LAS PALMAS;C;NO PERTENECE A NINGUNA RED;LIMA SUR;;SURCO;;;;;NO
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;00;00;10385;"C.S. MILITAR ""SAN JUAN""";C;NO PERTENECE A NINGUNA RED;LIMA SUR;;SAN JUAN DE MIRAFLORES;;;;;NO
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;00;00;18171;POLICLINICO MILITAR CHORRILLOS;C;NO PERTENECE A NINGUNA RED;LIMA SUR;;CHORRILLOS;;;;;NO
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;00;00;08706;P.S. MILITAR  COEDE;C;NO PERTENECE A NINGUNA RED;LIMA SUR;;CHORRILLOS;;;;;NO
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;01;;29636;C.S.M.C. VIRGEN DE LA MERCED;C;VILLA EL SALVADOR - LURIN - PACHACAMAC - PUCUSANA;LIMA SUR;I-3;VILLA EL SALVADOR;VILLA;VILLA EL SALVADOR;-76.9351635;-12.2013855;SI
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;03;07;31200;C.S.M.C. BALNEARIOS DEL SUR;C;VILLA EL SALVADOR - LURIN - PACHACAMAC - PUCUSANA;LIMA SUR;I-3;PUNTA HERMOSA;SAN BARTOLO;LURIN Y BALNEARIOS;-76.82609;-12.3379295;SI
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;00;00;20382;POLICLINICO POLICIAL CHORRILLOS;C;NO PERTENECE A NINGUNA RED;LIMA SUR;;CHORRILLOS;;;;;NO
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;00;00;18660;POLICLINICO POLICIAL SEDE ESCUELA DE OFICIALES PNP;C;NO PERTENECE A NINGUNA RED;LIMA SUR;;CHORRILLOS;;;;;NO
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;00;00;19390;POSTA MEDICA PNP SAN BARTOLO;C;NO PERTENECE A NINGUNA RED;LIMA SUR;;SAN BARTOLO;;;;;NO
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;30;00;28262;LABORATORIO REFERENCIAS DE SALUD PUBLICA;C;NO PERTENECE A NINGUNA RED;LIMA SUR;;BARRANCO;;;;;NO
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;03;08;33187;P.S. BELLA ESMERALDA;P;VILLA EL SALVADOR - LURIN - PACHACAMAC - PUCUSANA;LIMA SUR;I-2;PACHACAMAC;PORTADA DE MANCHAY;PACHACAMAC;-76.879738;-12.108041;SI
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;02;02;34038;C.S.M.C. RICARDO PALMA;C;SAN JUAN DE MIRAFLORES - VILLA MARIA DEL TRIUNFO;LIMA SUR;I-3;SAN JUAN DE MIRAFLORES;URBANA;SAN JUAN DE MIRAFLORES;-12.18510;-76.96142;SI
036;;040;DIRIS LIMA SUR;02;;040S02;SUBALMACEN SJM-VMT;S;SAN JUAN DE MIRAFLORES - VILLA MARIA DEL TRIUNFO;LIMA SUR;;;;;0;0;SI
